CustomerID,Region,Age,Plan,DeviceType,CustomerSegment,TenureMonths,MonthlyDataGB,MonthlyVoiceMins,MonthlySMSCount,MonthlyMpesaTransactions,MonthlySpendKES,HasMpesa,HasSafaricomHome,HasShowmax,HasInternationalRoaming,NumServices,CustomerServiceCalls,NetworkComplaints,UnresolvedComplaints,NetworkQualityScore,DaysSinceLastTopup,ContractMonths,Churned
SAF001344,Eldoret,54,Postpaid,Tablet,SME,43,0.12,22.0,8.0,8.0,251.0,1,0,0,0,1,1,0,0,4.2,7.0,24,0
SAF001345,Eldoret,28,Prepaid,Smartphone,Consumer,42,2.62,461.0,60.0,5.0,1847.0,1,0,0,0,1,2,1,0,6.1,4.0,0,0
SAF001346,Mombasa,58,Prepaid,Dongle,Consumer,60,1.2,95.0,11.0,2.0,631.0,1,0,1,0,2,1,2,0,6.2,6.0,0,0
SAF001347,Nairobi,30,Prepaid,Tablet,Consumer,119,5.89,78.0,14.0,0.0,1189.0,1,0,0,0,1,2,1,1,7.2,5.0,0,1
SAF001348,Mombasa,45,Hybrid,Smartphone,Consumer,77,0.86,162.0,17.0,6.0,794.0,1,0,0,0,1,1,1,0,7.6,3.0,0,0
SAF001349,Garissa,32,Prepaid,Smartphone,SME,71,0.1,22.0,7.0,1.0,332.0,1,0,0,0,1,3,0,0,5.8,12.0,0,0
SAF001350,Nairobi,30,Postpaid,Tablet,Consumer,74,1.87,104.0,23.0,21.0,864.0,1,0,0,0,1,2,0,0,8.1,4.0,24,0
SAF001351,Machakos,60,Prepaid,Smartphone,Consumer,92,0.23,265.0,3.0,1.0,742.0,0,0,0,0,0,1,1,0,8.0,2.0,0,0
SAF001352,Kisumu,50,Prepaid,Smartphone,SME,68,1.2,3.0,22.0,0.0,436.0,1,0,0,0,1,0,0,0,7.8,0.0,0,0
SAF001353,Mombasa,25,Prepaid,Smartphone,Consumer,59,3.61,134.0,17.0,2.0,1055.0,1,1,0,0,2,1,0,0,6.1,2.0,0,0
SAF001354,Eldoret,49,Prepaid,Smartphone,Youth,96,1.22,96.0,17.0,2.0,697.0,1,0,0,0,1,2,1,0,5.2,1.0,0,0
SAF001355,Mombasa,54,Hybrid,Feature Phone,Consumer,86,0.99,361.0,43.0,13.0,1171.0,0,0,0,0,0,2,0,0,8.2,5.0,0,0
SAF001356,Machakos,21,Hybrid,Smartphone,Youth,84,0.59,36.0,59.0,3.0,567.0,1,0,0,0,1,1,2,1,7.3,3.0,0,0
SAF001357,Nyeri,35,Prepaid,Smartphone,Consumer,112,0.51,235.0,18.0,2.0,775.0,1,0,0,0,1,2,2,1,7.1,2.0,0,0
SAF001358,Mombasa,40,Prepaid,Tablet,SME,84,2.61,44.0,12.0,42.0,663.0,1,1,0,0,2,2,0,0,6.3,1.0,0,0
SAF001359,Nairobi,46,Hybrid,Feature Phone,Consumer,6,4.0,67.0,27.0,1.0,1266.0,1,0,0,0,1,4,0,0,6.7,11.0,0,1
SAF001360,Kisumu,19,Postpaid,Smartphone,Enterprise,73,2.11,29.0,62.0,1.0,660.0,1,0,1,0,2,2,0,0,5.4,,24,0
SAF001361,Nyeri,30,Prepaid,Feature Phone,Consumer,28,0.46,239.0,41.0,3.0,1017.0,1,0,1,0,2,0,0,0,9.2,14.0,0,0
SAF001362,Nairobi,33,Prepaid,Smartphone,Consumer,77,3.65,26.0,2.0,4.0,839.0,1,0,0,0,1,2,0,0,7.3,11.0,0,0
SAF001363,Nakuru,25,Prepaid,Feature Phone,Enterprise,31,2.85,235.0,26.0,11.0,1368.0,1,0,0,0,1,1,0,0,7.5,5.0,0,0
SAF001364,Nakuru,36,Prepaid,Smartphone,Consumer,39,1.68,73.0,188.0,25.0,903.0,1,0,0,0,1,0,0,0,2.8,13.0,0,0
SAF001365,Eldoret,49,Prepaid,Smartphone,Consumer,50,1.4,216.0,17.0,12.0,887.0,1,0,0,0,1,2,0,0,5.9,5.0,0,0
SAF001366,Nairobi,20,Prepaid,Feature Phone,Consumer,78,0.71,37.0,23.0,10.0,244.0,1,0,0,0,1,0,0,0,7.3,3.0,0,0
SAF001367,Eldoret,49,Prepaid,Smartphone,SME,86,0.55,17.0,14.0,38.0,211.0,1,0,0,0,1,1,1,1,6.7,2.0,0,0
SAF001368,Nyeri,58,Prepaid,Dongle,Consumer,37,1.45,97.0,28.0,12.0,637.0,1,1,0,1,3,0,1,0,6.1,2.0,0,0
SAF001369,Nairobi,38,Prepaid,Smartphone,Consumer,118,0.15,85.0,7.0,1.0,498.0,1,0,0,0,1,2,1,0,7.0,4.0,0,0
SAF001370,Nairobi,42,Postpaid,Tablet,Consumer,109,2.01,53.0,11.0,5.0,745.0,1,1,0,0,2,1,2,1,5.9,7.0,24,0
SAF001371,Garissa,34,Postpaid,Tablet,SME,88,3.22,130.0,50.0,6.0,1053.0,1,0,0,0,1,2,1,0,6.8,1.0,36,0
SAF001372,Nairobi,42,Prepaid,Smartphone,SME,72,9.94,12.0,6.0,3.0,1744.0,1,1,0,0,2,1,0,0,6.1,0.0,0,0
SAF001373,Machakos,50,Hybrid,Feature Phone,Consumer,15,3.44,117.0,104.0,1.0,881.0,1,0,0,0,1,3,2,0,8.5,0.0,0,0
SAF001374,Mombasa,48,Hybrid,Smartphone,Consumer,51,3.42,29.0,15.0,10.0,772.0,1,0,0,0,1,0,1,1,6.2,3.0,0,0
SAF001375,Nairobi,53,Prepaid,Tablet,Consumer,105,1.64,17.0,34.0,3.0,513.0,1,0,0,0,1,1,1,1,6.7,9.0,0,0
SAF001376,Machakos,40,Prepaid,Smartphone,Consumer,70,0.5,288.0,16.0,8.0,1056.0,1,0,0,0,1,1,0,0,6.3,0.0,0,0
SAF001377,Mombasa,64,Postpaid,Feature Phone,Consumer,23,2.07,74.0,26.0,3.0,689.0,1,0,1,0,2,0,2,0,7.0,4.0,12,0
SAF001378,Kisumu,61,Postpaid,Smartphone,Consumer,25,3.2,173.0,94.0,6.0,1156.0,0,0,0,0,0,1,0,0,10.0,2.0,12,0
SAF001379,Mombasa,42,Hybrid,Smartphone,Consumer,95,4.51,11.0,3.0,3.0,1096.0,1,0,0,1,2,3,2,0,9.9,17.0,0,1
SAF001380,Kisumu,61,Postpaid,Smartphone,Youth,46,6.12,7.0,78.0,4.0,1076.0,1,0,0,0,1,0,0,0,8.6,22.0,24,0
SAF001381,Nairobi,47,Postpaid,Smartphone,Consumer,93,1.03,82.0,33.0,11.0,729.0,1,0,1,0,2,2,0,0,7.9,4.0,12,0
SAF001382,Mombasa,30,Prepaid,Feature Phone,SME,23,0.97,45.0,44.0,17.0,564.0,0,0,0,0,0,0,0,0,6.6,26.0,0,1
SAF001383,Meru,60,Prepaid,Smartphone,Consumer,10,2.92,1.0,2.0,6.0,630.0,1,0,0,0,1,2,0,0,7.3,25.0,0,0
SAF001384,Nairobi,64,Prepaid,Feature Phone,Consumer,73,2.92,24.0,57.0,8.0,975.0,1,0,0,0,1,1,0,0,7.1,6.0,0,0
SAF001385,Nakuru,46,Prepaid,Smartphone,Enterprise,113,0.86,30.0,5.0,16.0,403.0,1,0,0,0,1,1,1,1,7.7,3.0,0,0
SAF001386,Nairobi,33,Postpaid,Smartphone,Consumer,77,3.1,41.0,134.0,1.0,816.0,1,1,0,0,2,1,0,0,5.8,1.0,12,0
SAF001387,Eldoret,55,Prepaid,Smartphone,Consumer,32,1.49,252.0,64.0,1.0,1139.0,1,0,0,0,1,3,0,0,5.9,6.0,0,0
SAF001388,Nairobi,44,Postpaid,Feature Phone,SME,113,3.57,65.0,27.0,4.0,1013.0,1,1,0,0,2,4,0,0,6.0,13.0,36,0
SAF001389,Meru,43,Prepaid,Dongle,Consumer,51,1.2,137.0,103.0,3.0,881.0,1,0,0,0,1,2,1,0,5.7,4.0,0,0
SAF001390,Mombasa,28,Prepaid,Smartphone,Consumer,109,3.14,2.0,7.0,34.0,629.0,1,0,0,0,1,3,1,0,6.2,5.0,0,0
SAF001391,Nairobi,64,Prepaid,Smartphone,Consumer,41,5.12,202.0,191.0,7.0,1731.0,1,0,1,0,2,1,1,0,8.0,4.0,0,0
SAF001392,Nairobi,54,Prepaid,Smartphone,Consumer,65,13.72,33.0,50.0,6.0,2219.0,1,0,0,0,1,1,0,0,7.1,9.0,0,0
SAF001393,Nairobi,20,Postpaid,Feature Phone,SME,65,8.47,44.0,4.0,7.0,1721.0,1,1,0,0,2,3,0,0,7.1,6.0,36,0
SAF001394,Kisumu,43,Postpaid,Smartphone,Consumer,101,2.45,6.0,31.0,17.0,694.0,1,1,1,0,3,1,1,0,8.2,5.0,24,0
SAF001395,Nairobi,51,Hybrid,Feature Phone,Consumer,40,2.35,63.0,50.0,2.0,543.0,1,0,0,0,1,0,0,0,5.8,2.0,0,0
SAF001396,Thika,50,Prepaid,Smartphone,Consumer,18,2.02,230.0,38.0,6.0,1043.0,1,0,0,0,1,0,2,0,8.0,6.0,0,1
SAF001397,Mombasa,32,Prepaid,Feature Phone,Consumer,36,0.1,57.0,22.0,3.0,504.0,1,0,0,1,2,1,1,0,9.2,5.0,0,0
SAF001398,Nairobi,19,Prepaid,Feature Phone,Youth,31,0.64,287.0,11.0,12.0,1001.0,1,0,0,0,1,2,0,0,7.5,8.0,0,0
SAF001399,Nakuru,45,Prepaid,Smartphone,Consumer,54,0.21,242.0,11.0,12.0,844.0,0,0,1,1,2,1,0,0,5.4,,0,0
SAF001400,Eldoret,37,Postpaid,Smartphone,Youth,63,4.17,8.0,105.0,25.0,1091.0,1,0,1,0,2,4,0,0,6.0,2.0,36,0
SAF001401,Nairobi,55,Postpaid,Smartphone,SME,1,1.87,44.0,11.0,5.0,542.0,1,0,0,0,1,1,1,1,5.5,7.0,36,0
SAF001402,Nairobi,61,Postpaid,Smartphone,SME,111,0.23,290.0,131.0,1.0,876.0,1,1,0,0,2,1,1,0,5.6,10.0,24,0
SAF001403,Nairobi,33,Prepaid,Tablet,Consumer,52,4.11,4.0,9.0,18.0,974.0,1,0,0,1,2,2,1,0,6.7,7.0,0,0
SAF001404,Eldoret,63,Postpaid,Smartphone,Consumer,100,3.62,174.0,19.0,18.0,1153.0,1,1,0,0,2,2,1,0,6.8,5.0,24,1
SAF001405,Nakuru,21,Prepaid,Feature Phone,Enterprise,57,4.45,284.0,0.0,2.0,1575.0,1,0,0,0,1,1,0,0,5.1,8.0,0,0
SAF001406,Mombasa,25,Postpaid,Smartphone,Enterprise,9,3.21,177.0,93.0,3.0,1198.0,1,0,0,0,1,2,0,0,7.0,4.0,24,0
SAF001407,Thika,61,Prepaid,Smartphone,Consumer,86,0.62,163.0,4.0,3.0,656.0,1,1,0,0,2,0,0,0,7.0,3.0,0,0
SAF001408,Thika,63,Prepaid,Smartphone,Consumer,92,0.22,222.0,18.0,5.0,720.0,1,0,0,0,1,1,0,0,7.0,7.0,0,0
SAF001409,Kisumu,37,Prepaid,Smartphone,Consumer,90,5.95,132.0,74.0,14.0,1479.0,1,0,0,0,1,2,0,0,8.8,0.0,0,0
SAF001410,Machakos,43,Hybrid,Smartphone,Youth,116,0.85,66.0,63.0,1.0,460.0,1,0,0,0,1,3,0,0,6.0,1.0,0,0
SAF001411,Nairobi,49,Prepaid,Smartphone,Consumer,74,2.74,8.0,74.0,10.0,842.0,1,1,0,0,2,1,0,0,4.5,1.0,0,0
SAF001412,Nairobi,30,Prepaid,Smartphone,SME,56,2.32,186.0,98.0,3.0,1233.0,1,0,1,0,2,2,1,1,7.0,27.0,0,1
SAF001413,Nairobi,22,Postpaid,Smartphone,SME,47,8.89,283.0,97.0,2.0,2393.0,1,1,0,0,2,2,0,0,8.5,2.0,24,0
SAF001414,Nairobi,61,Prepaid,Smartphone,SME,3,2.81,86.0,59.0,3.0,948.0,1,1,0,0,2,0,2,1,4.1,5.0,0,1
SAF001415,Kisumu,59,Prepaid,Smartphone,SME,2,3.04,91.0,35.0,6.0,749.0,1,0,0,1,2,1,2,0,6.8,6.0,0,1
SAF001416,Nyeri,30,Prepaid,Smartphone,Consumer,54,1.35,62.0,33.0,20.0,704.0,1,0,0,0,1,1,0,0,7.0,0.0,0,0
SAF001417,Nairobi,58,Prepaid,Tablet,Youth,37,11.15,233.0,1.0,8.0,2411.0,1,0,0,0,1,2,0,0,6.0,1.0,0,0
SAF001418,Nairobi,28,Hybrid,Smartphone,SME,56,3.32,2.0,51.0,7.0,889.0,1,0,0,0,1,0,1,1,4.6,1.0,0,0
SAF001419,Mombasa,54,Postpaid,Feature Phone,SME,31,0.1,118.0,10.0,1.0,690.0,1,1,1,0,3,2,0,0,9.5,2.0,24,0
SAF001420,Nyeri,49,Prepaid,Smartphone,Consumer,97,2.84,286.0,71.0,1.0,1388.0,1,0,0,0,1,3,1,0,6.6,1.0,0,1
SAF001421,Nairobi,62,Hybrid,Feature Phone,SME,96,1.58,13.0,32.0,1.0,277.0,1,0,0,0,1,0,1,0,5.6,7.0,0,0
SAF001422,Kisumu,59,Prepaid,Smartphone,Consumer,107,0.11,384.0,174.0,1.0,1374.0,1,1,0,0,2,3,1,1,8.7,1.0,0,0
SAF001423,Nairobi,35,Prepaid,Tablet,Consumer,12,1.98,412.0,9.0,7.0,1420.0,1,0,0,0,1,2,1,0,5.0,16.0,0,1
SAF001424,Nairobi,46,Prepaid,Smartphone,SME,58,5.2,319.0,51.0,5.0,1769.0,1,0,1,0,2,2,1,0,5.9,5.0,0,0
SAF001425,Garissa,32,Prepaid,Feature Phone,Consumer,67,2.45,75.0,32.0,0.0,766.0,1,0,0,0,1,2,0,0,4.6,1.0,0,1
SAF001426,Meru,37,Prepaid,Smartphone,SME,119,3.57,58.0,107.0,3.0,1082.0,1,0,0,0,1,3,0,0,5.4,2.0,0,0
SAF001427,Nairobi,61,Hybrid,Smartphone,Consumer,112,3.57,147.0,12.0,1.0,1160.0,1,0,0,0,1,2,0,0,5.7,7.0,0,0
SAF001428,Meru,53,Postpaid,Feature Phone,SME,26,3.89,46.0,2.0,35.0,1054.0,1,1,1,0,3,2,2,1,7.6,1.0,36,0
SAF001429,Nakuru,22,Prepaid,Smartphone,Consumer,78,1.72,8.0,31.0,5.0,430.0,1,0,1,0,2,3,0,0,8.4,0.0,0,0
SAF001430,Machakos,57,Prepaid,Smartphone,SME,12,1.62,278.0,29.0,4.0,1280.0,1,0,0,0,1,1,0,0,8.5,11.0,0,0
SAF001431,Mombasa,54,Postpaid,Smartphone,Consumer,116,0.1,121.0,15.0,8.0,610.0,1,0,0,0,1,2,1,0,6.4,5.0,12,0
SAF001432,Kisumu,50,Hybrid,Smartphone,SME,90,0.59,28.0,172.0,4.0,598.0,1,0,0,0,1,0,0,0,8.7,13.0,0,0
SAF001433,Mombasa,35,Postpaid,Dongle,Enterprise,16,10.54,2.0,3.0,10.0,1900.0,1,0,0,0,1,2,0,0,5.1,21.0,12,0
SAF001434,Nakuru,36,Prepaid,Smartphone,Consumer,53,6.47,154.0,34.0,19.0,1672.0,1,0,1,0,2,1,0,0,9.1,4.0,0,0
SAF001435,Nairobi,49,Postpaid,Feature Phone,Consumer,72,1.13,230.0,12.0,6.0,795.0,1,0,1,0,2,1,0,0,6.9,3.0,24,0
SAF001436,Nairobi,59,Prepaid,Smartphone,SME,49,1.79,62.0,0.0,4.0,566.0,1,1,0,0,2,3,0,0,8.4,3.0,0,0
SAF001437,Nairobi,39,Prepaid,Smartphone,SME,49,9.84,10.0,176.0,6.0,1974.0,1,0,1,0,2,2,0,0,7.6,16.0,0,0
SAF001438,Eldoret,58,Prepaid,Tablet,SME,92,1.01,126.0,26.0,7.0,741.0,1,0,0,0,1,2,1,0,7.1,45.0,0,0
SAF001439,Nairobi,18,Prepaid,Tablet,SME,7,2.66,42.0,78.0,15.0,886.0,1,0,0,0,1,0,0,0,8.5,3.0,0,0
SAF001440,Nakuru,42,Prepaid,Feature Phone,Consumer,15,0.1,19.0,73.0,4.0,356.0,1,0,0,0,1,1,0,0,6.3,23.0,0,0
SAF001441,Meru,37,Prepaid,Smartphone,Consumer,105,3.38,86.0,67.0,0.0,936.0,1,0,1,0,2,1,0,0,8.5,5.0,0,0
SAF001442,Nairobi,52,Prepaid,Smartphone,Consumer,36,9.31,79.0,25.0,8.0,1737.0,1,0,1,0,2,1,0,0,,0.0,0,0
SAF001443,Nakuru,62,Postpaid,Smartphone,Consumer,72,7.56,87.0,91.0,35.0,1478.0,1,1,0,0,2,1,1,0,10.0,2.0,36,0
SAF001444,Mombasa,23,Prepaid,Smartphone,SME,74,2.44,208.0,18.0,15.0,1157.0,1,0,0,0,1,2,0,0,5.2,3.0,0,0
SAF001445,Machakos,23,Prepaid,Smartphone,Consumer,15,3.67,80.0,21.0,11.0,827.0,1,0,0,0,1,2,0,0,7.7,3.0,0,0
SAF001446,Nairobi,54,Prepaid,Feature Phone,Youth,119,2.95,277.0,12.0,2.0,1347.0,1,1,0,0,2,3,0,0,7.5,12.0,0,0
SAF001447,Nakuru,20,Hybrid,Tablet,Enterprise,62,0.24,221.0,24.0,11.0,801.0,1,0,0,0,1,2,0,0,8.3,11.0,0,1
SAF001448,Thika,54,Prepaid,Smartphone,Enterprise,18,0.6,126.0,172.0,1.0,888.0,1,0,0,0,1,2,0,0,5.8,1.0,0,0
SAF001449,Meru,48,Prepaid,Smartphone,Youth,46,11.62,7.0,34.0,5.0,2224.0,1,0,0,0,1,0,2,2,6.4,0.0,0,1
SAF001450,Nakuru,52,Prepaid,Tablet,Consumer,101,1.03,240.0,71.0,4.0,987.0,1,0,0,0,1,3,2,2,5.5,9.0,0,0
SAF001451,Mombasa,62,Postpaid,Smartphone,Enterprise,105,1.7,283.0,12.0,19.0,1227.0,1,1,1,0,3,1,1,0,7.6,4.0,24,0
SAF001452,Nakuru,32,Hybrid,Smartphone,Consumer,109,2.49,56.0,125.0,1.0,838.0,1,0,1,0,2,2,0,0,9.1,1.0,0,0
SAF001453,Machakos,34,Prepaid,Smartphone,Consumer,61,13.54,90.0,1.0,12.0,2367.0,1,0,1,0,2,2,0,0,6.9,1.0,0,0
SAF001454,Kisumu,32,Prepaid,Smartphone,SME,115,4.1,40.0,107.0,0.0,1140.0,1,0,1,0,2,1,0,0,8.2,2.0,0,1
SAF001455,Nairobi,22,Hybrid,Dongle,Consumer,43,3.48,2.0,91.0,10.0,858.0,1,0,0,0,1,0,1,0,10.0,22.0,0,0
SAF001456,Nyeri,39,Prepaid,Smartphone,Youth,44,2.6,78.0,3.0,3.0,847.0,1,1,1,0,3,1,0,0,7.0,1.0,0,0
SAF001457,Nakuru,63,Postpaid,Smartphone,SME,99,4.22,17.0,37.0,30.0,1002.0,0,0,0,0,0,2,1,1,3.5,6.0,36,1
SAF001458,Nakuru,28,Prepaid,Smartphone,SME,66,3.82,24.0,62.0,9.0,985.0,1,0,1,0,2,2,1,1,7.3,0.0,0,0
SAF001459,Nairobi,45,Prepaid,Tablet,Consumer,55,8.16,79.0,21.0,3.0,1626.0,1,0,1,0,2,2,0,0,8.6,16.0,0,0
SAF001460,Nakuru,31,Prepaid,Tablet,SME,86,2.73,242.0,4.0,2.0,1324.0,0,0,0,0,0,3,1,0,5.5,5.0,0,0
SAF001461,Mombasa,56,Prepaid,Smartphone,Consumer,79,1.92,223.0,71.0,8.0,1100.0,1,1,0,0,2,1,0,0,6.0,,0,0
SAF001462,Nakuru,20,Postpaid,Smartphone,Enterprise,101,5.76,403.0,25.0,3.0,1976.0,1,1,0,0,2,2,0,0,5.6,3.0,12,0
SAF001463,Nairobi,59,Hybrid,Smartphone,Consumer,39,5.63,79.0,12.0,2.0,1304.0,1,0,1,0,2,0,0,0,7.8,4.0,0,0
SAF001464,Nakuru,28,Prepaid,Smartphone,SME,100,0.65,96.0,3.0,8.0,676.0,1,1,0,1,3,1,0,0,6.0,,0,0
SAF001465,Garissa,47,Postpaid,Feature Phone,Consumer,5,,207.0,41.0,10.0,834.0,0,0,0,0,0,1,0,0,9.4,20.0,36,0
SAF001466,Nairobi,55,Prepaid,Smartphone,Consumer,57,11.15,144.0,2.0,2.0,2076.0,1,0,0,0,1,0,2,0,8.3,1.0,0,0
SAF001467,Garissa,22,Prepaid,Smartphone,Consumer,112,2.06,24.0,63.0,6.0,645.0,1,1,1,0,3,0,3,1,9.9,4.0,0,0
SAF001468,Mombasa,39,Prepaid,Feature Phone,Consumer,15,2.57,61.0,59.0,9.0,692.0,1,0,0,0,1,0,1,1,7.7,25.0,0,1
SAF001469,Machakos,30,Hybrid,Smartphone,SME,91,1.3,318.0,16.0,23.0,1149.0,1,0,0,0,1,1,1,1,8.4,3.0,0,0
SAF001470,Thika,61,Postpaid,Tablet,Consumer,16,2.3,19.0,26.0,13.0,628.0,0,0,0,0,0,1,1,0,8.2,19.0,12,0
SAF001471,Kisumu,38,Postpaid,Smartphone,Consumer,57,4.76,28.0,44.0,4.0,732.0,1,0,0,0,1,1,1,0,5.9,7.0,24,1
SAF001472,Eldoret,54,Postpaid,Smartphone,SME,100,2.3,61.0,128.0,15.0,780.0,1,1,0,0,2,1,0,0,8.3,5.0,12,0
SAF001473,Machakos,42,Postpaid,Dongle,Consumer,102,1.32,337.0,29.0,5.0,1231.0,1,1,0,0,2,0,0,0,8.2,3.0,12,0
SAF001474,Mombasa,38,Hybrid,Smartphone,Consumer,82,0.35,14.0,228.0,1.0,700.0,1,1,0,1,3,1,0,0,5.6,5.0,0,0
SAF001475,Nairobi,45,Postpaid,Feature Phone,Enterprise,99,9.22,134.0,16.0,3.0,1918.0,1,0,0,1,2,1,0,0,4.1,7.0,12,0
SAF001476,Nakuru,58,Hybrid,Smartphone,Consumer,25,7.19,17.0,30.0,13.0,1564.0,1,1,0,0,2,0,0,0,7.1,9.0,0,0
SAF001477,Thika,21,Prepaid,Smartphone,Consumer,22,5.49,89.0,5.0,25.0,1375.0,0,0,1,0,1,0,2,1,7.3,1.0,0,0
SAF001478,Eldoret,46,Prepaid,Feature Phone,Consumer,31,4.15,92.0,33.0,33.0,1130.0,1,0,1,0,2,5,0,0,5.4,7.0,0,1
SAF001479,Thika,64,Prepaid,Smartphone,Consumer,101,2.54,5.0,31.0,8.0,660.0,1,0,0,1,2,1,0,0,7.7,16.0,0,0
SAF001480,Mombasa,52,Prepaid,Feature Phone,Consumer,34,7.97,370.0,76.0,5.0,2429.0,1,0,0,0,1,1,1,0,7.4,4.0,0,0
SAF001481,Thika,40,Prepaid,Smartphone,Consumer,87,5.49,197.0,227.0,1.0,1757.0,1,1,0,0,2,0,0,0,7.6,2.0,0,0
SAF001482,Nairobi,24,Prepaid,Smartphone,SME,16,5.93,43.0,171.0,1.0,1220.0,1,0,0,0,1,1,0,0,5.9,8.0,0,0
SAF001483,Kisumu,63,Postpaid,Smartphone,Consumer,70,1.3,17.0,11.0,6.0,483.0,1,0,0,0,1,1,0,0,7.5,1.0,36,0
SAF001484,Nairobi,63,Prepaid,Smartphone,Consumer,59,1.93,51.0,17.0,10.0,644.0,1,0,0,0,1,3,0,0,7.9,19.0,0,0
SAF001485,Nairobi,26,Prepaid,Smartphone,Consumer,15,4.29,270.0,13.0,3.0,1553.0,1,0,0,0,1,1,1,1,8.9,5.0,0,0
SAF001486,Mombasa,40,Prepaid,Smartphone,SME,82,1.62,17.0,9.0,9.0,669.0,1,0,0,0,1,0,0,0,4.5,8.0,0,0
SAF001487,Mombasa,20,Hybrid,Smartphone,Youth,102,2.38,52.0,7.0,7.0,673.0,1,0,0,0,1,1,0,0,10.0,3.0,0,0
SAF001488,Nakuru,26,Prepaid,Smartphone,Consumer,13,3.64,82.0,29.0,23.0,873.0,1,0,0,0,1,1,0,0,9.1,4.0,0,0
SAF001489,Mombasa,21,Prepaid,Feature Phone,Youth,24,2.02,4.0,82.0,2.0,539.0,1,0,0,0,1,3,2,0,7.4,6.0,0,0
SAF001490,Mombasa,42,Postpaid,Smartphone,Consumer,13,5.51,37.0,36.0,7.0,1239.0,0,0,1,0,1,0,0,0,7.7,31.0,12,0
SAF001491,Nairobi,23,Postpaid,Tablet,Consumer,65,0.43,109.0,82.0,4.0,647.0,1,0,0,0,1,0,1,1,4.6,8.0,24,0
SAF001492,Mombasa,35,Prepaid,Smartphone,Consumer,112,4.43,47.0,128.0,2.0,1115.0,1,0,0,0,1,2,1,1,6.6,19.0,0,0
SAF001493,Nairobi,62,Prepaid,Smartphone,Consumer,36,0.55,245.0,19.0,4.0,777.0,1,0,0,0,1,3,0,0,8.5,22.0,0,0
SAF001494,Nairobi,24,Prepaid,Feature Phone,Consumer,49,9.72,331.0,72.0,3.0,2677.0,1,1,1,0,3,1,2,0,,11.0,0,0
SAF001495,Nakuru,52,Hybrid,Smartphone,Consumer,82,1.32,70.0,2.0,6.0,514.0,1,0,0,1,2,3,0,0,6.1,0.0,0,0
SAF001496,Nakuru,48,Prepaid,Smartphone,Consumer,48,5.55,91.0,26.0,7.0,1322.0,1,0,0,0,1,1,0,0,7.0,2.0,0,0
SAF001497,Nakuru,55,Prepaid,Smartphone,Consumer,97,2.58,120.0,18.0,16.0,895.0,1,0,0,0,1,3,0,0,,12.0,0,1
SAF001498,Mombasa,49,Prepaid,Smartphone,Consumer,102,0.33,131.0,9.0,12.0,427.0,1,0,0,0,1,0,1,1,6.1,0.0,0,0
SAF001499,Mombasa,52,Prepaid,Smartphone,Consumer,43,3.06,8.0,23.0,3.0,739.0,1,0,1,0,2,3,0,0,7.2,5.0,0,0
SAF001500,Machakos,45,Postpaid,Dongle,Enterprise,6,8.51,7.0,23.0,21.0,1397.0,1,0,0,0,1,1,1,0,7.6,10.0,36,0
SAF001501,Kisumu,61,Prepaid,Smartphone,Consumer,81,0.6,241.0,66.0,16.0,992.0,1,0,0,0,1,3,1,0,5.8,19.0,0,0
SAF001502,Mombasa,22,Prepaid,Tablet,SME,68,1.36,30.0,81.0,8.0,508.0,0,0,0,0,0,1,1,1,5.5,4.0,0,1
SAF001503,Nairobi,47,Prepaid,Feature Phone,SME,14,2.02,105.0,43.0,0.0,789.0,1,1,0,0,2,3,1,0,7.2,12.0,0,0
SAF001504,Nairobi,39,Prepaid,Smartphone,Consumer,30,1.13,118.0,40.0,2.0,775.0,1,1,1,0,3,0,0,0,7.0,4.0,0,0
SAF001505,Mombasa,34,Prepaid,Smartphone,Consumer,110,10.07,22.0,5.0,12.0,1644.0,1,0,0,0,1,2,0,0,6.0,1.0,0,0
SAF001506,Mombasa,27,Postpaid,Feature Phone,Consumer,84,1.66,172.0,34.0,5.0,1223.0,1,0,1,0,2,3,0,0,7.4,4.0,24,0
SAF001507,Kisumu,24,Postpaid,Tablet,SME,8,3.76,241.0,13.0,1.0,1295.0,1,1,0,0,2,1,0,0,7.8,4.0,36,0
SAF001508,Kisumu,21,Hybrid,Smartphone,Consumer,54,0.89,40.0,14.0,4.0,517.0,1,0,0,0,1,2,0,0,5.8,5.0,0,0
SAF001509,Nakuru,59,Postpaid,Smartphone,Consumer,66,0.87,252.0,4.0,2.0,1055.0,1,0,0,0,1,0,0,0,6.6,19.0,36,0
SAF001510,Eldoret,44,Postpaid,Smartphone,Consumer,101,0.68,10.0,40.0,18.0,520.0,1,0,0,0,1,3,0,0,7.2,7.0,12,0
SAF001511,Thika,24,Prepaid,Smartphone,Enterprise,4,2.0,193.0,35.0,18.0,951.0,1,0,0,0,1,1,1,1,8.9,1.0,0,1
SAF001512,Eldoret,40,Postpaid,Smartphone,Consumer,74,2.66,123.0,10.0,4.0,842.0,1,0,0,1,2,1,0,0,7.5,4.0,24,0
SAF001513,Meru,28,Postpaid,Tablet,SME,84,0.1,105.0,12.0,1.0,599.0,0,0,0,0,0,1,0,0,7.9,4.0,36,0
SAF001514,Nairobi,25,Postpaid,Smartphone,Consumer,60,6.26,31.0,59.0,4.0,1330.0,1,1,0,1,3,0,0,0,5.6,12.0,24,0
